0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 9.88448e-09, 0, 0, 0, 0, 0, 0, 5.97827e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13633e-12, 0, 0, 0, 
0, 0, 0, 4.93967e-08, 0, 0, 0, 0, 0, 0, 1.79234e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02225e-11, 0, 0, 0, 
0, 0, 0, 1.38241e-07, 0, 0, 0, 0, 0, 0, 3.58237e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.08735e-11, 0, 0, 0, 
0, 0, 0, 2.96084e-07, 0, 0, 0, 0, 0, 0, 5.96676e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13492e-10, 0, 0, 0, 
0, 0, 0, 5.42551e-07, 0, 0, 0, 0, 0, 0, 8.94435e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55255e-10, 0, 0, 0, 
0, 0, 0, 8.97229e-07, 0, 0, 0, 0, 0, 0, 0.00012514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.00102e-10, 0, 0, 0, 
0, 0, 0, 1.37967e-06, 0, 0, 0, 0, 0, 0, 0.000166744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.88716e-10, 0, 0, 0, 
0, 0, 0, 2.00937e-06, 0, 0, 0, 0, 0, 0, 0.000214245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46852e-09, 0, 0, 0, 
0, 0, 0, 2.80581e-06, 0, 0, 0, 0, 0, 0, 0.00026763, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29364e-09, 0, 0, 0, 
0, 0, 0, 3.7884e-06, 0, 0, 0, 0, 0, 0, 0.000326888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42494e-09, 0, 0, 0, 
0, 0, 0, 4.97655e-06, 0, 0, 0, 0, 0, 0, 0.000392005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.92994e-09, 0, 0, 0, 
0, 0, 0, 6.38958e-06, 0, 0, 0, 0, 0, 0, 0.000462971, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.88286e-09, 0, 0, 0, 
0, 0, 0, 8.04681e-06, 0, 0, 0, 0, 0, 0, 0.000539773, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.36458e-09, 0, 0, 0, 
0, 0, 0, 9.9675e-06, 0, 0, 0, 0, 0, 0, 0.000622397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24626e-08, 0, 0, 0, 
0, 0, 0, 1.21709e-05, 0, 0, 0, 0, 0, 0, 0.000710833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62711e-08, 0, 0, 0, 
0, 0, 0, 1.46761e-05, 0, 0, 0, 0, 0, 0, 0.000805067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08909e-08, 0, 0, 0, 
0, 0, 0, 1.75023e-05, 0, 0, 0, 0, 0, 0, 0.000905087, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64294e-08, 0, 0, 0, 
0, 0, 0, 2.06686e-05, 0, 0, 0, 0, 0, 0, 0.00101088, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30004e-08, 0, 0, 0, 
0, 0, 0, 2.41941e-05, 0, 0, 0, 0, 0, 0, 0.00112243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.07247e-08, 0, 0, 0, 
0, 0, 0, 2.80977e-05, 0, 0, 0, 0, 0, 0, 0.00123974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.97293e-08, 0, 0, 0, 
0, 0, 0, 3.23985e-05, 0, 0, 0, 0, 0, 0, 0.00136277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.01478e-08, 0, 0, 0, 
0, 0, 0, 3.71152e-05, 0, 0, 0, 0, 0, 0, 0.00149153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.21205e-08, 0, 0, 0, 
0, 0, 0, 4.22669e-05, 0, 0, 0, 0, 0, 0, 0.001626, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.57941e-08, 0, 0, 0, 
0, 0, 0, 4.78724e-05, 0, 0, 0, 0, 0, 0, 0.00176616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01322e-07, 0, 0, 0, 
0, 0, 0, 5.39504e-05, 0, 0, 0, 0, 0, 0, 0.00191201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18863e-07, 0, 0, 0, 
0, 0, 0, 6.05197e-05, 0, 0, 0, 0, 0, 0, 0.00206352, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38585e-07, 0, 0, 0, 
0, 0, 0, 6.75991e-05, 0, 0, 0, 0, 0, 0, 0.00222069, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60659e-07, 0, 0, 0, 
0, 0, 0, 7.5207e-05, 0, 0, 0, 0, 0, 0, 0.00238351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85265e-07, 0, 0, 0, 
0, 0, 0, 8.33623e-05, 0, 0, 0, 0, 0, 0, 0.00255195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12588e-07, 0, 0, 0, 
0, 0, 0, 9.20834e-05, 0, 0, 0, 0, 0, 0, 0.00272601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4282e-07, 0, 0, 0, 
0, 0, 0, 0.000101389, 0, 0, 0, 0, 0, 0, 0.00290568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76159e-07, 0, 0, 0, 
0, 0, 0, 0.000111297, 0, 0, 0, 0, 0, 0, 0.00309093, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.12811e-07, 0, 0, 0, 
0, 0, 0, 0.000121827, 0, 0, 0, 0, 0, 0, 0.00328176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.52986e-07, 0, 0, 0, 
0, 0, 0, 0.000132996, 0, 0, 0, 0, 0, 0, 0.00347814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96901e-07, 0, 0, 0, 
0, 0, 0, 0.000144823, 0, 0, 0, 0, 0, 0, 0.00368008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.44781e-07, 0, 0, 0, 
0, 0, 0, 0.000157327, 0, 0, 0, 0, 0, 0, 0.00388755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.96855e-07, 0, 0, 0, 
0, 0, 0, 0.000170525, 0, 0, 0, 0, 0, 0, 0.00410054, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.53359e-07, 0, 0, 0, 
0, 0, 0, 0.000184436, 0, 0, 0, 0, 0, 0, 0.00431903, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.14537e-07, 0, 0, 0, 
0, 0, 0, 0.000199078, 0, 0, 0, 0, 0, 0, 0.00454302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.80637e-07, 0, 0, 0, 
